"gene;AN;origin;antibiotic"
"Dihydrofolate_reductase_type_3;KF630052.1;pediatric_fecal_sample;TMP"
"Tetracycline_resistance_protein_TetO;KF630053.1;pediatric_fecal_sample;TET"
"Dihydrofolate_reductase;KF630057.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_B;KF630060.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF630067.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase_type_3;KF630070.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF630074.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase_type_3;KF630082.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF630090.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF630093.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF630094.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF630104.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF630115.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF630119.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630128.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF630129.1;pediatric_fecal_sample;SXT"
"Dihydrofolate_reductase;KF630131.1;pediatric_fecal_sample;SXT"
"tetracycline_resistance_ribosomal_protection_protein_Tet(Q);KF630139.1;pediatric_fecal_sample;TET"
"D-alanine--D-alanine_ligase_B;KF630140.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF630141.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF630142.1;pediatric_fecal_sample;CYC"
"tetracycline_resistance_ribosomal_protection_protein_Tet(32);KF630147.1;pediatric_fecal_sample;TET"
"Dihydrofolate_reductase_type_3;KF630148.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF630153.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF630154.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF630157.1;pediatric_fecal_sample;CYC"
"Beta-lactamase;KF630159.1;pediatric_fecal_sample;PEN"
"Dihydrofolate_reductase;KF630163.1;pediatric_fecal_sample;TMP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KF630176.1;pediatric_fecal_sample;TET"
"D-alanine--D-alanine_ligase_B;KF630181.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630186.1;pediatric_fecal_sample;CYC"
"Beta-lactamase;KF630193.1;pediatric_fecal_sample;PEN"
"Dihydrofolate_reductase;KF630199.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF630201.1;pediatric_fecal_sample;SXT"
"D-alanine--D-alanine_ligase;KF630206.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630207.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630210.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630217.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF630222.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF630233.1;pediatric_fecal_sample;SXT"
"Chloramphenicol_acetyltransferase;KF630238.1;pediatric_fecal_sample;CHL"
"Beta-lactamase;KF630242.1;pediatric_fecal_sample;PIP"
"D-alanine--D-alanine_ligase;KF630265.1;pediatric_fecal_sample;CYC"
"Beta-lactamase_Toho-1;KF630271.1;pediatric_fecal_sample;PIP"
"D-alanine--D-alanine_ligase;KF630276.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase_type_3;KF630289.1;pediatric_fecal_sample;TMP"
"Dihydrofolate_reductase;KF630320.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase_B;KF630321.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630322.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630327.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_A;KF630331.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF630337.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF630341.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF630342.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630345.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630350.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase;KF630354.1;pediatric_fecal_sample;CYC"
"D-alanine--D-alanine_ligase_B;KF630357.1;pediatric_fecal_sample;CYC"
"Dihydrofolate_reductase;KF630358.1;pediatric_fecal_sample;TMP"
"D-alanine--D-alanine_ligase;KF628006.1;pediatric_fecal_sample;CYC"
"Chloramphenicol_acetyltransferase;KT387137.1;wastewater_treatment_plant;CHL"
"Streptomycin_3''-adenylyltransferase;KT387138.1;wastewater_treatment_plant;SPT"
"Streptomycin_3''-adenylyltransferase;KT387141.1;wastewater_treatment_plant;SPT"
"Extended-spectrum_beta-lactamase_PER-1;KT387146.1;wastewater_treatment_plant;CAR"
"Extended-spectrum_beta-lactamase_PER-1;KT387147.1;wastewater_treatment_plant;CAR"
"Beta-lactamase_OXA-2;KT387151.1;wastewater_treatment_plant;CAR"
"Beta-lactamase_Toho-1;KT387152.1;wastewater_treatment_plant;CAR"
"putative_beta-lactamase_YbxI;KT387154.1;wastewater_treatment_plant;PIP"
"Metallo-beta-lactamase_L1_type_3;KT387158.1;wastewater_treatment_plant;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KT387160.1;wastewater_treatment_plant;AMX"
"Beta-lactamase_OXA-15;KT387161.1;wastewater_treatment_plant;AMX"
"Metallo-beta-lactamase_L1_type_3;KT387164.1;wastewater_treatment_plant;AMX"
"Beta-lactamase_OXA-10;KT387165.1;wastewater_treatment_plant;AMX"
"Tetracycline_resistance_protein%2C_class_C;KT387168.1;wastewater_treatment_plant;TET"
"Dihydrofolate_reductase;KT387188.1;wastewater_treatment_plant;SXT"
"Dihydrofolate_reductase;KT387194.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase;KT387195.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase;KT387199.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase;KT387201.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase_type_3;KT387202.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase_type_3;KT387205.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase;KT387206.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase;KT387211.1;wastewater_treatment_plant;TMP"
"Dihydrofolate_reductase;KT387212.1;wastewater_treatment_plant;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KT387214.1;wastewater_treatment_plant;CAR"
"Aminoglycoside_N(6')-acetyltransferase_type_1;KT387215.1;wastewater_treatment_plant;GEN"
"Beta-lactamase_CTX-M-1;MK831000.1;plant-associated_metagenome_(Alpine;AMP"
"Chloramphenicol_acetyltransferase;KX531047.1;Paenibacillus_from_Lechuguilla_cave;CHL"
"Bifunctional_AAC/APH;KX531053.1;Paenibacillus_from_Lechuguilla_cave;KAN"
"Beta-lactamase;KU543700.1;feces;CTX"
"Beta-lactamase_TEM;KU543702.1;feces;PEN"
"Beta-lactamase;KU543705.1;feces;PEN"
"Tetracycline_resistance_protein_TetO;KU543714.1;feces;TET"
"Tetracycline_resistance_protein%2C_class_B;KU543718.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU543719.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU543761.1;feces;TET"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU543800.1;feces;GEN"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU543816.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(Q);KU543818.1;feces;TET"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU543819.1;feces;TET"
"Tetracycline_resistance_protein_TetO;KU543826.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU543829.1;feces;TET"
"Extended-spectrum_beta-lactamase_PER-1;KU543835.1;feces;CAZ"
"Chloramphenicol_acetyltransferase;KU543866.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU543873.1;feces;CHL"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU543897.1;feces;TET"
"Tetracycline_resistance_protein_TetO;KU543898.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(Q);KU543905.1;feces;TET"
"Beta-lactamase;KU543918.1;sewage;AMX"
"Beta-lactamase_OXA-2;KU543919.1;sewage;AMX"
"Beta-lactamase_OXA-10;KU543923.1;sewage;AMX"
"Beta-lactamase;KU543933.1;sewage;AMX"
"putative_beta-lactamase_YbxI;KU543952.1;sewage;AMX"
"Beta-lactamase_OXA-15;KU543956.1;sewage;AMX"
"Beta-lactamase_OXA-133;KU543958.1;sewage;AMX"
"Beta-lactamase_OXA-1;KU543962.1;sewage;AMX"
"Beta-lactamase_OXA-18;KU543963.1;sewage;AMX"
"Beta-lactamase;KU543973.1;sewage;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU543977.1;sewage;AMX"
"Beta-lactamase_OXA-2;KU543984.1;sewage;AMX"
"Beta-lactamase_OXA-15;KU543988.1;sewage;AMX"
"Beta-lactamase;KU544003.1;sewage;AMX"
"Beta-lactamase_OXA-2;KU544007.1;sewage;AMX"
"Beta-lactamase_CTX-M-97;KU544013.1;sewage;ATM"
"Extended-spectrum_beta-lactamase_PER-1;KU544014.1;sewage;ATM"
"Beta-lactamase;KU544018.1;sewage;ATM"
"Extended-spectrum_beta-lactamase_PER-1;KU544023.1;sewage;ATM"
"Chloramphenicol_acetyltransferase;KU544029.1;sewage;CHL"
"Chloramphenicol_acetyltransferase;KU544033.1;sewage;CHL"
"chloramphenicol_efflux_MFS_transporter_CmlA5;KU544040.1;sewage;CHL"
"Chloramphenicol_acetyltransferase;KU544049.1;sewage;CHL"
"Chloramphenicol_acetyltransferase;KU544052.1;sewage;CHL"
"Chloramphenicol_acetyltransferase_3;KU544055.1;sewage;CHL"
"Extended-spectrum_beta-lactamase_PER-1;KU544139.1;sewage;FEP"
"Extended-spectrum_beta-lactamase_PER-1;KU544144.1;sewage;FEP"
"Extended-spectrum_beta-lactamase_PER-1;KU544154.1;sewage;CTX"
"Beta-lactamase;KU544155.1;sewage;CTX"
"Beta-lactamase;KU544162.1;sewage;CTX"
"Extended-spectrum_beta-lactamase_PER-1;KU544165.1;sewage;CTX"
"Beta-lactamase;KU544174.1;sewage;FOX"
"Beta-lactamase;KU544179.1;sewage;FOX"
"Beta-lactamase;KU544194.1;sewage;FOX"
"Metallo-beta-lactamase_type_2;KU544200.1;sewage;FOX"
"Beta-lactamase;KU544207.1;sewage;FOX"
"Beta-lactamase;KU544208.1;sewage;FOX"
"Beta-lactamase;KU544223.1;sewage;FOX"
"Beta-lactamase;KU544243.1;sewage;FOX"
"Metallo-beta-lactamase_L1_type_3;KU544269.1;sewage;FOX"
"Beta-lactamase_OXA-2;KU544280.1;sewage;CAZ"
"Beta-lactamase;KU544282.1;sewage;CAZ"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU544310.1;sewage;GEN"
"2''-aminoglycoside_nucleotidyltransferase;KU544318.1;sewage;GEN"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU544321.1;sewage;GEN"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU544324.1;sewage;GEN"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU544329.1;sewage;GEN"
"Bifunctional_AAC/APH;KU544331.1;sewage;GEN"
"Bifunctional_AAC/APH;KU544334.1;sewage;GEN"
"Bifunctional_AAC/APH;KU544342.1;sewage;GEN"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU544346.1;sewage;GEN"
"Beta-lactamase_OXA-10;KU544353.1;sewage;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KU544356.1;sewage;PEN"
"Beta-lactamase_OXA-10;KU544365.1;sewage;TZP"
"Extended-spectrum_beta-lactamase_PER-1;KU544367.1;sewage;TZP"
"Extended-spectrum_beta-lactamase_PER-1;KU544375.1;sewage;TZP"
"Beta-lactamase;KU544379.1;sewage;PIP"
"Beta-lactamase;KU544386.1;sewage;PIP"
"Beta-lactamase_OXA-10;KU544387.1;sewage;PIP"
"Beta-lactamase_OXA-133;KU544388.1;sewage;PIP"
"Beta-lactamase;KU544399.1;sewage;PIP"
"Beta-lactamase_OXA-18;KU544403.1;sewage;PIP"
"Beta-lactamase_OXA-133;KU544423.1;sewage;PIP"
"Extended-spectrum_beta-lactamase_PER-1;KU544425.1;sewage;PIP"
"Beta-lactamase_OXA-2;KU544427.1;sewage;PIP"
"Beta-lactamase;KU544432.1;sewage;PIP"
"Beta-lactamase_OXA-10;KU544434.1;sewage;PIP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU544447.1;sewage;TET"
"Tetracycline_resistance_protein%2C_class_C;KU544451.1;sewage;TET"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU544454.1;sewage;TET"
"Tetracycline_resistance_protein%2C_class_C;KU544458.1;sewage;TET"
"Tetracycline_resistance_protein%2C_class_B;KU544465.1;sewage;TGC"
"Tetracycline_resistance_protein%2C_class_C;KU544473.1;sewage;TGC"
"Beta-lactamase_OXA-2;KU544477.1;sewage;AMX"
"Beta-lactamase;KU544480.1;sewage;AMX"
"Beta-lactamase_OXA-2;KU544483.1;sewage;AMX"
"Beta-lactamase_CARB-6;KU544497.1;sewage;AMX"
"chloramphenicol_efflux_MFS_transporter_CmlA1;KU544501.1;sewage;CHL"
"Chloramphenicol_acetyltransferase;KU544504.1;sewage;CHL"
"chloramphenicol_efflux_MFS_transporter_CmlA1;KU544508.1;sewage;CHL"
"putative_beta-lactamase_YbxI;KU544567.1;sewage;FEP"
"putative_beta-lactamase_YbxI;KU544569.1;sewage;FEP"
"putative_beta-lactamase_YbxI;KU544572.1;sewage;FEP"
"Beta-lactamase;KU544645.1;sewage;FOX"
"Beta-lactamase_OXA-1;KU544700.1;sewage;CAZ"
"Beta-lactamase;KU544701.1;sewage;CAZ"
"Beta-lactamase_OXA-10;KU544703.1;sewage;CAZ"
"putative_beta-lactamase_YbxI;KU544705.1;sewage;CAZ"
"Carbapenem-hydrolyzing_beta-lactamase_Sme-1;KU544708.1;sewage;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KU544709.1;sewage;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KU544716.1;sewage;CAZ"
"Carbapenem-hydrolyzing_beta-lactamase_Sme-1;KU544721.1;sewage;CAZ"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU544723.1;sewage;GEN"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU544725.1;sewage;GEN"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU544727.1;sewage;GEN"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU544728.1;sewage;GEN"
"Beta-lactamase_OXA-133;KU544735.1;sewage;PEN"
"Beta-lactamase_OXA-18;KU544742.1;sewage;PIP"
"Beta-lactamase_OXA-10;KU544744.1;sewage;PIP"
"Beta-lactamase_OXA-2;KU544746.1;sewage;PIP"
"Beta-lactamase;KU544747.1;sewage;PIP"
"Beta-lactamase;KU544751.1;sewage;PIP"
"Beta-lactamase;KU544752.1;sewage;PIP"
"Beta-lactamase_CARB-6;KU544754.1;sewage;PIP"
"Beta-lactamase_OXA-1;KU544757.1;sewage;PIP"
"Beta-lactamase_PSE-1;KU544763.1;sewage;PIP"
"Beta-lactamase_OXA-2;KU544768.1;sewage;PIP"
"putative_beta-lactamase_YbxI;KU544770.1;sewage;PIP"
"Beta-lactamase;KU544777.1;sewage;PIP"
"Tetracycline_resistance_protein%2C_class_C;KU544784.1;sewage;TET"
"Tetracycline_resistance_protein%2C_class_C;KU544796.1;sewage;TET"
"putative_beta-lactamase_YbxI;KU544808.1;feces;AMX"
"Beta-lactamase;KU544812.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544814.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544832.1;feces;AMX"
"Beta-lactamase;KU544841.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544847.1;feces;AMX"
"Chloramphenicol_acetyltransferase_3;KU544859.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU544866.1;feces;CHL"
"Extended-spectrum_beta-lactamase_PER-1;KU544881.1;feces;CAZ"
"Beta-lactamase;KU544887.1;feces;CAZ"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU544892.1;feces;GEN"
"Bifunctional_AAC/APH;KU544893.1;feces;GEN"
"Extended-spectrum_beta-lactamase_PER-1;KU544908.1;feces;PEN"
"Beta-lactamase;KU544910.1;feces;PEN"
"Tetracycline_resistance_protein%2C_class_C;KU544912.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU544913.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU544918.1;feces;TET"
"Tetracycline_resistance_protein%2C_class_C;KU544921.1;feces;TET"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU544942.1;feces;GEN"
"Beta-lactamase_TEM;KU544949.1;feces;PIP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU544950.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU544954.1;feces;TET"
"Beta-lactamase;KU544961.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544963.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544972.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544983.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544994.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU544999.1;feces;ATM"
"Extended-spectrum_beta-lactamase_PER-1;KU545000.1;feces;ATM"
"Extended-spectrum_beta-lactamase_PER-1;KU545036.1;feces;PEN"
"Beta-lactamase;KU545040.1;feces;PEN"
"tetracycline_resistance_ribosomal_protection_protein_Tet(M);KU545044.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545045.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545049.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545068.1;feces;TET"
"Extended-spectrum_beta-lactamase_PER-1;KU545081.1;feces;ATM"
"Chloramphenicol_acetyltransferase;KU545087.1;feces;CHL"
"Chloramphenicol_acetyltransferase_3;KU545091.1;feces;CHL"
"Beta-lactamase_TEM;KU545100.1;feces;TZP"
"Beta-lactamase_TEM;KU545102.1;feces;PIP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545108.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545110.1;feces;TET"
"Beta-lactamase;KU545121.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545122.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545144.1;feces;CAZ"
"Beta-lactamase;KU545149.1;feces;PEN"
"Beta-lactamase;KU545152.1;feces;PIP"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU545157.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545163.1;feces;TET"
"Beta-lactamase;KU545190.1;feces;AMX"
"Beta-lactamase_OXY-2;KU545193.1;feces;AMX"
"Beta-lactamase;KU545197.1;feces;AMX"
"Beta-lactamase;KU545230.1;feces;AMX"
"Beta-lactamase;KU545249.1;feces;PEN"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545255.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(Q);KU545256.1;feces;TET"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU545259.1;feces;TET"
"Tetracycline_resistance_protein_TetO;KU545262.1;feces;TGC"
"Tetracycline_resistance_protein%2C_class_C;KU545263.1;feces;TGC"
"Beta-lactamase;KU545264.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545265.1;feces;AMX"
"Beta-lactamase;KU545266.1;feces;AMX"
"Beta-lactamase;KU545271.1;feces;ATM"
"Beta-lactamase;KU545278.1;feces;CTX"
"Beta-lactamase;KU545283.1;feces;PEN"
"Beta-lactamase;KU545287.1;feces;TZP"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545297.1;feces;TET"
"Beta-lactamase;KU545317.1;feces;AMX"
"Beta-lactamase;KU545330.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545332.1;feces;ATM"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU545354.1;feces;GEN"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KU545358.1;feces;GEN"
"Beta-lactamase;KU545376.1;feces;PEN"
"tetracycline_resistance_ribosomal_protection_protein_Tet(M);KU545385.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545386.1;feces;TET"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU545387.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545391.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545393.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545397.1;feces;TET"
"Chloramphenicol_acetyltransferase;KU545405.1;feces;CHL"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU545411.1;feces;TET"
"putative_beta-lactamase_YbxI;KU545422.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545437.1;feces;AMX"
"Chloramphenicol_acetyltransferase;KU545443.1;feces;CHL"
"Chloramphenicol_acetyltransferase_3;KU545449.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545453.1;feces;CHL"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU545460.1;feces;GEN"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545473.1;feces;TET"
"Beta-lactamase_SHV-1;KU545480.1;feces;AMX"
"Beta-lactamase;KU545493.1;feces;AMX"
"Beta-lactamase;KU545536.1;feces;PEN"
"Chloramphenicol_acetyltransferase_3;KU545576.1;feces;CHL"
"Beta-lactamase;KU545603.1;feces;PEN"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545614.1;feces;TET"
"putative_beta-lactamase_YbxI;KU545640.1;feces;AMX"
"Beta-lactamase;KU545645.1;feces;AMX"
"Chloramphenicol_acetyltransferase;KU545655.1;feces;CHL"
"Chloramphenicol_acetyltransferase_3;KU545661.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545664.1;feces;CHL"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545699.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545703.1;feces;TET"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU545712.1;feces;TET"
"Extended-spectrum_beta-lactamase_PER-1;KU545723.1;feces;AMX"
"putative_beta-lactamase_YbxI;KU545724.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545727.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545735.1;feces;AMX"
"putative_beta-lactamase_YbxI;KU545745.1;feces;AMX"
"Chloramphenicol_acetyltransferase;KU545749.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545750.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545752.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545753.1;feces;CHL"
"Extended-spectrum_beta-lactamase_PER-1;KU545758.1;feces;FEP"
"Bifunctional_AAC/APH;KU545774.1;feces;GEN"
"Tetracycline_resistance_protein%2C_class_C;KU545777.1;feces;TET"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU545781.1;feces;TET"
"Tetracycline_resistance_protein_TetO;KU545788.1;feces;TET"
"Beta-lactamase_TEM;KU545796.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545802.1;feces;AMX"
"Beta-lactamase;KU545809.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545813.1;feces;ATM"
"Chloramphenicol_acetyltransferase;KU545818.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545821.1;feces;CHL"
"Chloramphenicol_acetyltransferase_3;KU545833.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545838.1;feces;CHL"
"Extended-spectrum_beta-lactamase_PER-1;KU545864.1;feces;CAZ"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU545868.1;feces;GEN"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU545869.1;feces;GEN"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU545874.1;feces;GEN"
"Beta-lactamase;KU545883.1;feces;PEN"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU545887.1;feces;TET"
"Tetracycline_resistance_protein%2C_class_B;KU545892.1;feces;TET"
"Tetracycline_resistance_protein_TetO;KU545898.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545906.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545908.1;feces;TET"
"Tetracycline_resistance_protein%2C_class_C;KU545910.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU545913.1;feces;TET"
"Extended-spectrum_beta-lactamase_PER-1;KU545918.1;feces;AMX"
"Chloramphenicol_acetyltransferase_3;KU545920.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545921.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545922.1;feces;CHL"
"Extended-spectrum_beta-lactamase_PER-1;KU545931.1;feces;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KU545946.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545967.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545973.1;feces;AMX"
"Extended-spectrum_beta-lactamase_PER-1;KU545978.1;feces;ATM"
"Chloramphenicol_acetyltransferase_3;KU545982.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545983.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545984.1;feces;CHL"
"Chloramphenicol_acetyltransferase;KU545993.1;feces;CHL"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU546019.1;feces;GEN"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KU546020.1;feces;GEN"
"Beta-lactamase;KU546021.1;feces;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KU546022.1;feces;PEN"
"Tetracycline_resistance_protein_TetM_from_transposon_TnFO1;KU546026.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(W);KU546029.1;feces;TET"
"Tetracycline_resistance_protein_TetO;KU546030.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(32);KU546032.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU546035.1;feces;TET"
"tetracycline_resistance_ribosomal_protection_protein_Tet(O);KU546048.1;feces;TET"
