GMGC_id;db;seq_id;gene;family
GMGC10.301_576_222.AACA7;ResFinderFG;97.69;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.301_581_817.RRMA;CARD;84.12;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_582_472.RRMA;CARD;83.49;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_584_040.RRMA;CARD;91.28;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_596_602.DDL;ResFinderFG;93.3;"D-alanine--D-alanine ligase A""|KX128818.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.301_609_276.MDLA;ARG-ANNOT;87.99;(Tet)Tet(60);cycline
GMGC10.301_609_276.MDLA;CARD;87.99;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.301_609_276.MDLA;NCBI;87.99;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.301_609_276.MDLA;ResFinder;87.99;tetA(60);cycline
GMGC10.301_610_006.RRMA;CARD;84.1;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_611_393.RRMA;CARD;82.96;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_612_974.LMRD;CARD;93.98;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.301_617_333.DDL;ResFinderFG;99.57;"D-alanine--D-alanine ligase""|KF629802.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.301_623_671.MDTG;CARD;94.08;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.301_655_383.FOLA;ResFinderFG;90.09;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.301_659_998.YHEH;ARG-ANNOT;85.58;(Tet)TetB(60);cycline
GMGC10.301_659_998.YHEH;CARD;85.58;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.301_659_998.YHEH;NCBI;85.58;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.301_659_998.YHEH;ResFinder;85.58;tetB(60);cycline
GMGC10.301_673_982.FOLA;ResFinderFG;90.25;"Dihydrofolate reductase""|KF629302.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.301_679_360.FOLA;ResFinderFG;99.42;"Dihydrofolate reductase""|KF629302.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.301_695_036.MURF;ResFinderFG;95.07;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125757.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.301_710_851.RRMA;CARD;83.33;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_746_049.FOLA;ResFinderFG;93.69;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.301_749_785.MACB;CARD;86.08;MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.;MLS
GMGC10.301_755_222.RRMA;CARD;85.81;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_772_860.RRMA;CARD;83.5;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_786_590.DDL;ResFinderFG;93.27;"D-alanine--D-alanine ligase A""|KF628408.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.301_815_281.FOLA;ResFinderFG;92.7;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.301_855_769.DDL;ResFinderFG;99.28;"D-alanine--D-alanine ligase""|KF628026.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.301_888_162.FOLA;ResFinderFG;89.92;"Dihydrofolate reductase""|KF628587.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.301_890_107.FOLA;ResFinderFG;82.09;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.301_894_788.RRMA;CARD;86.49;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_897_747.BLAR;ARG-ANNOT;97.04;(Bla)blaR1_Bacilli;blactamase
GMGC10.301_897_747.BLAR;NCBI;99.83;beta-lactam sensor/signal transducer BlaR1;blactamase
GMGC10.301_940_334.FOLA;ResFinderFG;90.76;"Dihydrofolate reductase""|KF628587.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.301_949_940.RRMA;CARD;89.99;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_951_983.DDL;ResFinderFG;81.76;"D-alanine--D-alanine ligase B""|KF629684.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.301_963_965.MURF;ResFinderFG;100.0;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125757.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.301_968_339.FOLA;ResFinderFG;92.57;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.301_975_115.YHEH;CARD;86.93;tetB(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.301_975_115.YHEH;NCBI;86.93;tetracycline efflux ABC transporter Tet(46) subunit B;cycline
GMGC10.301_975_115.YHEH;ResFinder;86.93;tetB(46);cycline
GMGC10.301_975_374.RRMA;CARD;83.29;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_980_605.AACA7;ResFinderFG;97.9;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.301_988_322.LSA;ARG-ANNOT;94.86;(MLS)lsa(C);MLS
GMGC10.301_988_322.LSA;CARD;94.86;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.301_988_322.LSA;NCBI;94.86;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.301_988_322.LSA;ResFinder;94.86;lsa(C);MLS
GMGC10.301_988_454.MDTG;CARD;89.07;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.301_988_560.RRMA;CARD;89.84;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.301_989_061.MDTG;CARD;93.6;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_023_801.FOLA;ResFinderFG;90.05;"Dihydrofolate reductase""|KF628587.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.302_031_973.RRMA;CARD;87.68;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_034_465.RRMA;CARD;90.34;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_042_935.RRMA;CARD;83.77;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_044_578.RRMA;CARD;83.1;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_046_309.AACA7;ResFinderFG;98.14;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.302_069_359.LMRC;CARD;94.51;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.302_084_087.FOLA;ResFinderFG;99.59;"Dihydrofolate reductase""|KF628761.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.302_087_615.LMRC;CARD;92.1;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.302_105_855.DDL;ResFinderFG;94.75;"D-alanine--D-alanine ligase""|KX125436.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.302_109_293.YHEH;ARG-ANNOT;86.67;(Tet)TetB(60);cycline
GMGC10.302_109_293.YHEH;CARD;86.67;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_109_293.YHEH;NCBI;86.67;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.302_109_293.YHEH;ResFinder;86.67;tetB(60);cycline
GMGC10.302_109_698.DDL;ResFinderFG;91.75;"D-alanine--D-alanine ligase B""|KF629684.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.302_118_665.FOLA;ResFinderFG;99.59;"Dihydrofolate reductase""|KF627518.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_122_206.RRMA;CARD;83.88;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_129_993.RRMA;CARD;82.78;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_144_739.FOLA;ResFinderFG;89.76;"Dihydrofolate reductase""|KF626990.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_153_722.DDL;ResFinderFG;94.73;"D-alanine--D-alanine ligase""|KX125541.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.302_158_402.MDLB;CARD;94.17;tetB(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.302_158_402.MDLB;NCBI;94.17;tetracycline efflux ABC transporter Tet(46) subunit B;cycline
GMGC10.302_158_402.MDLB;ResFinder;94.17;tetB(46);cycline
GMGC10.302_160_925.LMRD;CARD;93.38;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.302_170_392.AACA7;ResFinderFG;97.67;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.302_178_354.RRMA;CARD;84.92;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_197_385.RRMA;CARD;87.19;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_216_752.DDL;ResFinderFG;99.79;"D-alanine--D-alanine ligase""|GQ343127.1|human saliva|CYC";Glycopeptide/Cycloserine
GMGC10.302_220_645.LMRD;CARD;93.44;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.302_260_782.UNKNOWN;ResFinderFG;84.48;"Extended-spectrum beta-lactamase PER-1""|KU544999.1|feces|ATM";blactamase
GMGC10.302_273_935.RRMA;CARD;83.12;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_279_142.RRMA;CARD;84.82;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_299_969.RRMA;CARD;84.12;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_302_318.ACRA;CARD;80.6;MtrC is the membrane fusion protein of the MtrCDE multidrug efflux complex.;Multidrug_efflux
GMGC10.302_308_870.RRMA;CARD;84.56;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_309_551.MEFE;CARD;84.98;mefE is a proton motive efflux pump in Streptococcus pneumoniae that confers resistance to macrolides. It is found on the same operon as mefA and the ABC-efflux pump mel.;MLS
GMGC10.302_309_660.MDLB;CARD;94.47;tetB(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.302_309_660.MDLB;NCBI;94.47;tetracycline efflux ABC transporter Tet(46) subunit B;cycline
GMGC10.302_309_660.MDLB;ResFinder;94.47;tetB(46);cycline
GMGC10.302_311_514.FOLA;ResFinderFG;95.04;"Dihydrofolate reductase""|KF627779.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_320_527.LSA;ARG-ANNOT;92.83;(MLS)lsa(C);MLS
GMGC10.302_320_527.LSA;CARD;92.83;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.302_320_527.LSA;NCBI;92.83;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.302_320_527.LSA;ResFinder;92.83;lsa(C);MLS
GMGC10.302_333_418.MACA;CARD;80.54;MacA is a membrane fusion protein that forms an antibiotic efflux complex with MacB and TolC. macA corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.;MLS
GMGC10.302_333_419.MACB;CARD;82.6;MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.;MLS
GMGC10.302_335_239.YBXI;ARG-ANNOT;100.0;(Bla)blaOXA-85;blactamase
GMGC10.302_335_239.YBXI;CARD;100.0;OXA-85 is a beta-lactamase found in Fusobacterium nucleatum;blactamase
GMGC10.302_335_239.YBXI;NCBI;100.0;oxacillin-hydrolyzing class D beta-lactamase OXA-85;blactamase
GMGC10.302_335_239.YBXI;ResFinder;100.0;blaOXA-85;blactamase
GMGC10.302_335_239.YBXI;ResFinderFG;99.36;"Beta-lactamase OXA-10""|KU546638.1|feces|AMX";blactamase
GMGC10.302_381_551.AMPC;ResFinderFG;83.24;"Beta-lactamase""|JX009295.1|soil|PEN";blactamase
GMGC10.302_389_352.FOLA;ResFinderFG;81.87;"Dihydrofolate reductase""|KJ693537.1|grassland soil|TMP";Sulfonamide/trimethoprim
GMGC10.302_426_936.RRMA;CARD;84.72;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_436_141.YHEH;ARG-ANNOT;85.46;(Tet)TetB(60);cycline
GMGC10.302_436_141.YHEH;CARD;85.46;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_436_141.YHEH;NCBI;85.46;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.302_436_141.YHEH;ResFinder;85.46;tetB(60);cycline
GMGC10.302_439_942.LSA;ARG-ANNOT;93.78;(MLS)lsa(C);MLS
GMGC10.302_439_942.LSA;CARD;93.78;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.302_439_942.LSA;NCBI;93.78;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.302_439_942.LSA;ResFinder;93.78;lsa(C);MLS
GMGC10.302_462_082.RRMA;CARD;91.64;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_462_564.FOLA;ResFinderFG;93.69;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_468_957.RRMA;CARD;91.99;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_471_539.RRMA;CARD;84.8;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_479_175.MACB;CARD;86.42;MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.;MLS
GMGC10.302_482_245.LSA;ARG-ANNOT;89.86;(MLS)lsa(C);MLS
GMGC10.302_482_245.LSA;CARD;89.86;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.302_482_245.LSA;NCBI;89.86;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.302_482_245.LSA;ResFinder;89.86;lsa(C);MLS
GMGC10.302_486_622.MDTG;CARD;94.17;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_498_262.RRMA;CARD;84.94;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_507_200.LSA;ARG-ANNOT;98.31;(MLS)lsa(C);MLS
GMGC10.302_507_200.LSA;CARD;98.31;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.302_507_200.LSA;NCBI;98.31;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.302_507_200.LSA;ResFinder;98.31;lsa(C);MLS
GMGC10.302_530_422.RRMA;CARD;89.87;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_530_512.MDTG;CARD;94.08;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_531_950.FOLA;ResFinderFG;93.89;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_532_133.RRMA;CARD;84.35;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_532_997.RRMA;CARD;86.14;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_542_884.MDLA;ARG-ANNOT;91.9;(Tet)Tet(60);cycline
GMGC10.302_542_884.MDLA;CARD;91.9;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_542_884.MDLA;NCBI;91.9;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.302_542_884.MDLA;ResFinder;91.9;tetA(60);cycline
GMGC10.302_542_885.YHEH;ARG-ANNOT;85.8;(Tet)TetB(60);cycline
GMGC10.302_542_885.YHEH;CARD;85.8;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_542_885.YHEH;NCBI;85.8;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.302_542_885.YHEH;ResFinder;85.8;tetB(60);cycline
GMGC10.302_547_335.RRMA;CARD;88.73;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_547_611.MDTG;CARD;94.25;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_557_705.MDLA;ARG-ANNOT;89.83;(Tet)Tet(60);cycline
GMGC10.302_557_705.MDLA;CARD;89.83;tetA(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_557_705.MDLA;NCBI;89.83;tetracycline efflux ABC transporter Tet(60) subunit A;cycline
GMGC10.302_557_705.MDLA;ResFinder;89.83;tetA(60);cycline
GMGC10.302_569_316.DDL;ResFinderFG;93.66;"D-alanine--D-alanine ligase""|GQ343133.1|human saliva|CYC";Glycopeptide/Cycloserine
GMGC10.302_574_884.RRMA;CARD;84.86;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_587_565.YHEH;ARG-ANNOT;86.32;(Tet)TetB(60);cycline
GMGC10.302_587_565.YHEH;CARD;86.32;tetB(60) is a subunit of tetAB(60) an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli which is required for resistance.;cycline
GMGC10.302_587_565.YHEH;NCBI;86.32;tetracycline efflux ABC transporter Tet(60) subunit B;cycline
GMGC10.302_587_565.YHEH;ResFinder;86.32;tetB(60);cycline
GMGC10.302_592_180.FOLA;ResFinderFG;96.19;"Dihydrofolate reductase""|KF628587.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.302_594_170.MDTG;CARD;93.5;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.302_595_485.RRMA;CARD;90.93;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.302_595_773.FOLA;ResFinderFG;96.84;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.302_595_942.LMRD;CARD;92.81;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.302_618_351.LSA;ARG-ANNOT;88.71;(MLS)lsa(C);MLS
GMGC10.302_618_351.LSA;CARD;88.71;LsaC is an ABC-F subfamily protein expressed in Streptococcus agalactiae. It confers resistance to lincomycin clindamycin dalfopristin and tiamulin;MLS
GMGC10.302_618_351.LSA;NCBI;88.71;ABC-F type ribosomal protection protein Lsa(C);MLS
GMGC10.302_618_351.LSA;ResFinder;88.71;lsa(C);MLS
GMGC10.302_633_310.DDL;ResFinderFG;99.79;"D-alanine--D-alanine ligase""|KX125850.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.302_653_020.LMRD;CARD;94.11;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.302_658_478.DDL;ResFinderFG;92.71;"D-alanine--D-alanine ligase B""|KF626670.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.302_659_392.RRMA;CARD;89.16;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
